2021-11-02,80+,85
2021-11-03,12-17yrs,744
2021-11-03,18-29yrs,8051
2021-11-03,30-39yrs,3049
2021-11-03,40-49yrs,1618
2021-11-03,50-59yrs,1250
2021-11-03,60-69yrs,1053
2021-11-03,70-79yrs,387
2021-11-03,80+,86
2021-11-04,12-17yrs,749
2021-11-04,18-29yrs,8133
2021-11-04,30-39yrs,3068
2021-11-04,40-49yrs,1627
2021-11-04,50-59yrs,1249
2021-11-04,60-69yrs,1055
2021-11-04,70-79yrs,389
2021-11-04,80+,86
2021-11-05,12-17yrs,754
2021-11-05,18-29yrs,8211
2021-11-05,30-39yrs,3107
2021-11-05,40-49yrs,1635
2021-11-05,50-59yrs,1255
2021-11-05,60-69yrs,1062
2021-11-05,70-79yrs,393
2021-11-05,80+,89
2021-11-06,12-17yrs,753
2021-11-06,18-29yrs,8181
2021-11-06,30-39yrs,3082
2021-11-06,40-49yrs,1629
2021-11-06,50-59yrs,1245
2021-11-06,60-69yrs,1058
2021-11-06,70-79yrs,391
2021-11-06,80+,83
2021-11-07,12-17yrs,755
2021-11-07,18-29yrs,8200
2021-11-07,30-39yrs,3089
2021-11-07,40-49yrs,1630
2021-11-07,50-59yrs,1250
2021-11-07,60-69yrs,1060
2021-11-07,70-79yrs,391
2021-11-07,80+,83
2021-11-08,12-17yrs,761
2021-11-08,18-29yrs,8277
2021-11-08,30-39yrs,3112
2021-11-08,40-49yrs,1636
2021-11-08,50-59yrs,1266
2021-11-08,60-69yrs,1066
2021-11-08,70-79yrs,393
2021-11-08,80+,84
2021-11-09,12-17yrs,769
2021-11-09,18-29yrs,8378
2021-11-09,30-39yrs,3140
2021-11-09,40-49yrs,1653
2021-11-09,50-59yrs,1274
2021-11-09,60-69yrs,1076
2021-11-09,70-79yrs,397
2021-11-09,80+,82
2021-11-10,12-17yrs,772
2021-11-10,18-29yrs,8464
2021-11-10,30-39yrs,3184
2021-11-10,40-49yrs,1665
2021-11-10,50-59yrs,1287
2021-11-10,60-69yrs,1083
2021-11-10,70-79yrs,400
2021-11-10,80+,83
2021-11-11,12-17yrs,776
2021-11-11,18-29yrs,8560
2021-11-11,30-39yrs,3214
2021-11-11,40-49yrs,1684
2021-11-11,50-59yrs,1307
2021-11-11,60-69yrs,1096
2021-11-11,70-79yrs,406
2021-11-11,80+,84
2021-11-12,12-17yrs,777
2021-11-12,18-29yrs,8594
2021-11-12,30-39yrs,3226
2021-11-12,40-49yrs,1683
2021-11-12,50-59yrs,1309
2021-11-12,60-69yrs,1101
2021-11-12,70-79yrs,409
2021-11-12,80+,85
2021-11-13,12-17yrs,779
