2021-10-25,40-49yrs,0,1508
2021-10-25,50-59yrs,0,1139
2021-10-25,60-69yrs,0,974
2021-10-25,70-79yrs,0,376
2021-10-25,80+,0,83
2021-10-26,12-17yrs,0,721
2021-10-26,18-29yrs,0,7304
2021-10-26,30-39yrs,0,2836
2021-10-26,40-49yrs,0,1533
2021-10-26,50-59yrs,0,1157
2021-10-26,60-69yrs,0,987
2021-10-26,70-79yrs,0,382
2021-10-26,80+,0,83
2021-10-27,12-17yrs,0,723
2021-10-27,18-29yrs,0,7409
2021-10-27,30-39yrs,0,2868
2021-10-27,40-49yrs,0,1541
2021-10-27,50-59yrs,0,1173
2021-10-27,60-69yrs,0,998
2021-10-27,70-79yrs,0,382
2021-10-27,80+,0,85
2021-10-28,12-17yrs,0,726
2021-10-28,18-29yrs,0,7534
2021-10-28,30-39yrs,0,2909
2021-10-28,40-49yrs,0,1553
2021-10-28,50-59yrs,0,1191
2021-10-28,60-69yrs,0,1005
2021-10-28,70-79yrs,0,385
2021-10-28,80+,0,83
2021-10-29,12-17yrs,0,727
2021-10-29,18-29yrs,0,7657
2021-10-29,30-39yrs,0,2929
2021-10-29,40-49yrs,0,1572
2021-10-29,50-59yrs,0,1200
2021-10-29,60-69yrs,0,1015
2021-10-29,70-79yrs,0,383
2021-10-29,80+,0,83
2021-10-30,12-17yrs,0,733
2021-10-30,18-29yrs,0,7746
2021-10-30,30-39yrs,0,2957
2021-10-30,40-49yrs,0,1574
2021-10-30,50-59yrs,0,1212
2021-10-30,60-69yrs,0,1021
2021-10-30,70-79yrs,0,383
2021-10-30,80+,0,87
2021-10-31,12-17yrs,0,733
2021-10-31,18-29yrs,0,7790
2021-10-31,30-39yrs,0,2966
2021-10-31,40-49yrs,0,1580
2021-10-31,50-59yrs,0,1215
2021-10-31,60-69yrs,0,1024
2021-10-31,70-79yrs,0,381
